week_start,region_x,sub_region_x,country_name_x,city_name,completed_trips,completed_cash_trips,surged_trips,requests,sessions,driver_cancellations,rider_cancellations,unfulfilled_trips
2018/12/24,EMEA - NEE,Benelux,Netherlands,Amsterdam,7445,46,518,8150,17760,234,468,10
2019/02/11,EMEA - NEE,Benelux,Netherlands,Amsterdam,7412,37,435,8129,15708,223,487,18
2019/04/08,EMEA - NEE,Benelux,Netherlands,Amsterdam,8792,45,1104,9883,18755,300,784,20
2018/12/17,EMEA - NEE,Benelux,Netherlands,Amsterdam,8933,51,1223,9779,18260,277,564,16
2018/12/03,EMEA - WSE,France & Switzerland & Austria,France,Angers,4,0,0,6,325,0,2,0
2019/03/25,EMEA - WSE,France & Switzerland & Austria,France,Angers,2,0,0,2,365,0,0,0
2018/11/05,EMEA - WSE,France & Switzerland & Austria,France,Angers,0,0,0,0,381,0,0,0
2019/01/28,EMEA - WSE,France & Switzerland & Austria,France,Angers,0,0,0,0,455,0,0,0
2018/11/19,EMEA - WSE,France & Switzerland & Austria,France,Angers,5,0,0,7,387,1,1,0
2019/03/11,EMEA - WSE,France & Switzerland & Austria,France,Angers,2,0,0,2,419,0,1,0
2018/11/12,EMEA - WSE,France & Switzerland & Austria,France,Angers,2,0,0,2,368,0,0,0
2019/01/14,EMEA - WSE,France & Switzerland & Austria,France,Angers,0,0,0,0,383,0,0,0
2018/12/17,EMEA - WSE,France & Switzerland & Austria,France,Angers,1,0,0,1,469,0,0,0
2019/04/08,EMEA - WSE,France & Switzerland & Austria,France,Angers,1,0,0,2,397,0,0,0
2019/02/11,EMEA - WSE,France & Switzerland & Austria,France,Angers,1,0,0,2,363,0,1,0
2019/02/04,EMEA - WSE,France & Switzerland & Austria,France,Angers,0,0,0,0,441,0,0,0
2019/02/18,EMEA - WSE,France & Switzerland & Austria,France,Angers,1,0,0,1,298,0,0,0
2018/11/26,EMEA - WSE,France & Switzerland & Austria,France,Angers,2,0,0,3,1,0,1,0
2019/03/18,EMEA - WSE,France & Switzerland & Austria,France,Angers,2,0,0,2,373,0,0,0
2019/04/15,EMEA - WSE,France & Switzerland & Austria,France,Angers,2,0,0,3,165,0,1,0
2018/12/24,EMEA - WSE,France & Switzerland & Austria,France,Angers,2,0,0,2,495,0,0,0
2019/04/01,EMEA - WSE,France & Switzerland & Austria,France,Angers,2,0,0,2,455,0,0,0
2019/01/21,EMEA - WSE,France & Switzerland & Austria,France,Angers,0,0,0,0,383,0,0,0
2018/12/10,EMEA - WSE,France & Switzerland & Austria,France,Angers,0,0,0,0,368,0,0,0
2018/12/31,EMEA - WSE,France & Switzerland & Austria,France,Angers,1,0,0,1,440,0,0,0
2019/02/25,EMEA - WSE,France & Switzerland & Austria,France,Angers,2,0,0,4,406,1,1,0
2019/04/22,EMEA - WSE,France & Switzerland & Austria,France,Angers,2,0,0,3,0,1,0,0
2019/03/04,EMEA - WSE,France & Switzerland & Austria,France,Angers,3,0,0,3,422,0,1,0
2019/01/07,EMEA - WSE,France & Switzerland & Austria,France,Angers,1,0,0,2,338,0,1,0
2019/03/04,EMEA - WSE,France & Switzerland & Austria,France,Annecy,9,0,0,14,1624,2,3,0
2019/02/25,EMEA - WSE,France & Switzerland & Austria,France,Annecy,10,0,0,17,1518,2,5,0
2018/12/31,EMEA - WSE,France & Switzerland & Austria,France,Annecy,18,0,0,25,1768,2,5,0
2019/04/22,EMEA - WSE,France & Switzerland & Austria,France,Annecy,19,0,0,28,0,2,6,0
2018/12/17,EMEA - WSE,France & Switzerland & Austria,France,Annecy,12,0,0,18,1073,2,5,0
2019/02/11,EMEA - WSE,France & Switzerland & Austria,France,Annecy,9,0,0,13,1325,1,3,0
2019/01/14,EMEA - WSE,France & Switzerland & Austria,France,Annecy,7,0,0,10,1130,0,3,0
2019/01/07,EMEA - WSE,France & Switzerland & Austria,France,Annecy,8,0,0,11,1036,1,2,0
2019/04/08,EMEA - WSE,France & Switzerland & Austria,France,Annecy,14,0,0,21,939,2,5,0
2019/03/11,EMEA - WSE,France & Switzerland & Austria,France,Annecy,16,0,0,20,1448,2,3,0
2019/04/15,EMEA - WSE,France & Switzerland & Austria,France,Annecy,16,0,0,23,420,2,5,0
2019/02/18,EMEA - WSE,France & Switzerland & Austria,France,Annecy,6,0,0,11,1311,1,4,0
2018/12/24,EMEA - WSE,France & Switzerland & Austria,France,Annecy,15,0,0,22,1939,2,5,0
2018/11/05,EMEA - WSE,France & Switzerland & Austria,France,Annecy,12,0,0,14,685,1,2,0
2018/11/26,EMEA - WSE,France & Switzerland & Austria,France,Annecy,10,0,0,12,1,0,3,0
2019/03/18,EMEA - WSE,France & Switzerland & Austria,France,Annecy,15,0,0,24,1225,3,7,0
2018/11/12,EMEA - WSE,France & Switzerland & Austria,France,Annecy,14,0,0,18,735,1,3,0
2019/01/21,EMEA - WSE,France & Switzerland & Austria,France,Annecy,4,0,0,6,1214,1,0,0
2018/11/19,EMEA - WSE,France & Switzerland & Austria,France,Annecy,8,0,0,11,693,1,2,0
2019/04/01,EMEA - WSE,France & Switzerland & Austria,France,Annecy,8,0,0,12,1034,1,3,0
2018/12/10,EMEA - WSE,France & Switzerland & Austria,France,Annecy,6,0,0,8,879,0,2,0
2019/02/04,EMEA - WSE,France & Switzerland & Austria,France,Annecy,6,0,0,9,1279,1,2,0
2018/12/03,EMEA - WSE,France & Switzerland & Austria,France,Annecy,6,0,0,9,681,1,2,0
2019/01/28,EMEA - WSE,France & Switzerland & Austria,France,Annecy,7,0,0,10,1368,2,1,0
2019/03/25,EMEA - WSE,France & Switzerland & Austria,France,Annecy,21,0,0,29,1159,3,6,0
2018/11/19,EMEA - NEE,Benelux,Belgium,Antwerp,0,0,0,0,4386,0,0,0
2018/12/10,EMEA - NEE,Benelux,Belgium,Antwerp,0,0,0,0,4398,0,0,0
2018/11/26,EMEA - NEE,Benelux,Belgium,Antwerp,0,0,0,0,10,0,0,0
2019/02/11,EMEA - NEE,Benelux,Belgium,Antwerp,0,0,0,0,4042,0,0,0
2019/04/01,EMEA - NEE,Benelux,Belgium,Antwerp,0,0,0,0,4443,0,0,0
2019/02/04,EMEA - NEE,Benelux,Belgium,Antwerp,0,0,0,0,4137,0,0,0
2019/03/18,EMEA - NEE,Benelux,Belgium,Antwerp,0,0,0,0,4050,0,0,0
2019/01/21,EMEA - NEE,Benelux,Belgium,Antwerp,0,0,0,0,4179,0,0,0
2019/04/08,EMEA - NEE,Benelux,Belgium,Antwerp,0,0,0,0,4499,0,0,0
2018/12/17,EMEA - NEE,Benelux,Belgium,Antwerp,0,0,0,0,4073,0,0,0
2019/04/15,EMEA - NEE,Benelux,Belgium,Antwerp,0,0,0,0,1923,0,0,0
2019/02/18,EMEA - NEE,Benelux,Belgium,Antwerp,0,0,0,0,4189,0,0,0
2018/12/03,EMEA - NEE,Benelux,Belgium,Antwerp,0,0,0,0,3758,0,0,0
2019/01/28,EMEA - NEE,Benelux,Belgium,Antwerp,0,0,0,0,3833,0,0,0
2019/03/25,EMEA - NEE,Benelux,Belgium,Antwerp,0,0,0,0,5060,0,0,0
2018/11/05,EMEA - NEE,Benelux,Belgium,Antwerp,0,0,0,0,3989,0,0,0
2018/12/24,EMEA - NEE,Benelux,Belgium,Antwerp,0,0,0,0,4247,0,0,0
2018/11/12,EMEA - NEE,Benelux,Belgium,Antwerp,0,0,0,0,847,0,0,0
2019/04/22,EMEA - NEE,Benelux,Belgium,Antwerp,0,0,0,0,0,0,0,0
2019/02/25,EMEA - NEE,Benelux,Belgium,Antwerp,0,0,0,0,792,0,0,0
2018/12/31,EMEA - NEE,Benelux,Belgium,Antwerp,0,0,0,0,864,0,0,0
2019/03/11,EMEA - NEE,Benelux,Belgium,Antwerp,0,0,0,0,883,0,0,0
2019/01/14,EMEA - NEE,Benelux,Belgium,Antwerp,0,0,0,0,727,0,0,0
2019/01/07,EMEA - NEE,Benelux,Belgium,Antwerp,0,0,0,0,676,0,0,0
2019/03/04,EMEA - NEE,Benelux,Belgium,Antwerp,0,0,0,0,901,0,0,0
2019/02/25,EMEA - WSE,Southeast Europe,Greece,"Athens, GR",1333,233,0,1555,3751,27,192,4
2019/01/14,EMEA - WSE,Southeast Europe,Greece,"Athens, GR",829,60,0,992,2795,24,135,4
2018/12/31,EMEA - WSE,Southeast Europe,Greece,"Athens, GR",1022,0,0,1242,4208,32,169,20
2018/11/12,EMEA - WSE,Southeast Europe,Greece,"Athens, GR",947,0,0,1095,3264,20,126,2
2019/03/18,EMEA - WSE,Southeast Europe,Greece,"Athens, GR",1255,219,0,1434,3679,26,151,2
2019/04/22,EMEA - WSE,Southeast Europe,Greece,"Athens, GR",1553,310,0,1819,0,30,228,9
2019/01/21,EMEA - WSE,Southeast Europe,Greece,"Athens, GR",975,127,0,1175,3163,27,167,6
2019/03/11,EMEA - WSE,Southeast Europe,Greece,"Athens, GR",1321,242,0,1550,3755,25,200,5
2018/11/26,EMEA - WSE,Southeast Europe,Greece,"Athens, GR",934,6,0,1127,22,22,164,7
2019/01/28,EMEA - WSE,Southeast Europe,Greece,"Athens, GR",962,131,0,1149,3070,23,160,4
2019/03/25,EMEA - WSE,Southeast Europe,Greece,"Athens, GR",1313,252,0,1514,3653,26,172,3
2018/12/03,EMEA - WSE,Southeast Europe,Greece,"Athens, GR",787,2,0,928,2292,17,121,3
2019/03/04,EMEA - WSE,Southeast Europe,Greece,"Athens, GR",1268,211,0,1484,3686,25,188,4
2019/01/07,EMEA - WSE,Southeast Europe,Greece,"Athens, GR",875,0,0,1037,3004,18,135,9
2018/11/05,EMEA - WSE,Southeast Europe,Greece,"Athens, GR",1076,0,0,1274,3778,28,163,6
2018/11/19,EMEA - WSE,Southeast Europe,Greece,"Athens, GR",962,1,0,1125,3322,23,137,3
2018/12/10,EMEA - WSE,Southeast Europe,Greece,"Athens, GR",850,1,0,1035,2945,21,159,6
2019/02/04,EMEA - WSE,Southeast Europe,Greece,"Athens, GR",1098,216,0,1294,3543,24,169,3
2019/04/01,EMEA - WSE,Southeast Europe,Greece,"Athens, GR",1565,264,0,1816,4477,32,215,4
2019/02/18,EMEA - WSE,Southeast Europe,Greece,"Athens, GR",1178,214,0,1358,3413,26,152,2
2019/04/15,EMEA - WSE,Southeast Europe,Greece,"Athens, GR",1986,344,0,2370,2930,43,326,15
2018/12/24,EMEA - WSE,Southeast Europe,Greece,"Athens, GR",939,0,0,1121,3944,23,151,7
2019/02/11,EMEA - WSE,Southeast Europe,Greece,"Athens, GR",1192,233,0,1399,3570,24,179,5
2019/04/08,EMEA - WSE,Southeast Europe,Greece,"Athens, GR",1827,319,0,2156,5060,39,281,9
2018/12/17,EMEA - WSE,Southeast Europe,Greece,"Athens, GR",954,0,0,1212,3302,23,222,13
2019/04/15,EMEA - WSE,France & Switzerland & Austria,France,Avignon,74,0,0,106,758,9,22,1
2019/02/11,EMEA - WSE,France & Switzerland & Austria,France,Avignon,40,0,0,53,1174,3,9,0
2019/04/08,EMEA - WSE,France & Switzerland & Austria,France,Avignon,71,0,0,94,1464,7,15,1
2018/12/17,EMEA - WSE,France & Switzerland & Austria,France,Avignon,37,0,0,56,1222,3,15,1
2018/12/03,EMEA - WSE,France & Switzerland & Austria,France,Avignon,30,0,0,46,915,3,12,1
2019/03/25,EMEA - WSE,France & Switzerland & Austria,France,Avignon,53,0,0,83,1274,7,21,2
2019/01/28,EMEA - WSE,France & Switzerland & Austria,France,Avignon,43,0,1,58,1218,4,11,0
2019/02/18,EMEA - WSE,France & Switzerland & Austria,France,Avignon,44,0,0,63,1159,6,14,0
2018/12/24,EMEA - WSE,France & Switzerland & Austria,France,Avignon,29,0,0,45,1537,4,12,1
2019/02/25,EMEA - WSE,France & Switzerland & Austria,France,Avignon,33,0,0,48,1208,4,10,1
2019/04/22,EMEA - WSE,France & Switzerland & Austria,France,Avignon,67,0,0,106,0,10,29,1
2018/12/31,EMEA - WSE,France & Switzerland & Austria,France,Avignon,34,0,1,49,1336,4,10,0
2018/12/10,EMEA - WSE,France & Switzerland & Austria,France,Avignon,32,0,0,48,1074,3,13,1
2019/02/04,EMEA - WSE,France & Switzerland & Austria,France,Avignon,39,0,0,52,1171,3,11,0
2019/04/01,EMEA - WSE,France & Switzerland & Austria,France,Avignon,73,0,0,97,1493,7,16,1
2018/11/12,EMEA - WSE,France & Switzerland & Austria,France,Avignon,26,0,0,42,1173,4,10,1
2018/11/19,EMEA - WSE,France & Switzerland & Austria,France,Avignon,26,0,0,42,1162,4,11,0
2019/03/04,EMEA - WSE,France & Switzerland & Austria,France,Avignon,46,0,0,68,1281,4,17,1
2019/01/07,EMEA - WSE,France & Switzerland & Austria,France,Avignon,22,0,0,39,1071,6,11,1
2018/11/05,EMEA - WSE,France & Switzerland & Austria,France,Avignon,25,0,0,47,1151,5,15,2
2019/01/21,EMEA - WSE,France & Switzerland & Austria,France,Avignon,39,0,0,56,1195,4,12,1
2018/11/26,EMEA - WSE,France & Switzerland & Austria,France,Avignon,31,0,0,43,2,3,8,2
2019/03/18,EMEA - WSE,France & Switzerland & Austria,France,Avignon,59,0,0,81,1301,4,17,1
2019/01/14,EMEA - WSE,France & Switzerland & Austria,France,Avignon,29,0,0,45,1147,3,12,1
2019/03/11,EMEA - WSE,France & Switzerland & Austria,France,Avignon,46,0,0,64,1239,4,13,1
2019/01/07,EMEA - WSE,Southwest Europe,Spain,Barcelona,8162,0,688,9217,21414,190,842,23
2019/03/04,EMEA - WSE,Southwest Europe,Spain,Barcelona,0,0,0,0,7662,0,0,0
2018/11/05,EMEA - WSE,Southwest Europe,Spain,Barcelona,7728,0,2336,9299,22824,199,1326,48
2019/04/22,EMEA - WSE,Southwest Europe,Spain,Barcelona,0,0,0,0,0,0,0,0
2018/11/12,EMEA - WSE,Southwest Europe,Spain,Barcelona,7977,0,2233,9436,24673,192,1267,1
2019/02/18,EMEA - WSE,Southwest Europe,Spain,Barcelona,0,0,0,0,7494,0,0,0
2019/04/15,EMEA - WSE,Southwest Europe,Spain,Barcelona,0,0,0,0,4147,0,0,0
2018/11/26,EMEA - WSE,Southwest Europe,Spain,Barcelona,7277,0,1282,8367,78,171,919,0
2019/03/18,EMEA - WSE,Southwest Europe,Spain,Barcelona,0,0,0,0,6835,0,0,0
2019/01/21,EMEA - WSE,Southwest Europe,Spain,Barcelona,2761,1472,0,11167,28977,423,3874,4109
2019/01/14,EMEA - WSE,Southwest Europe,Spain,Barcelona,7313,1165,358,14597,31364,399,3588,3297
2018/12/24,EMEA - WSE,Southwest Europe,Spain,Barcelona,8287,0,1946,9522,26318,195,1040,1
2019/03/11,EMEA - WSE,Southwest Europe,Spain,Barcelona,0,0,0,0,7743,0,0,0
2019/01/28,EMEA - WSE,Southwest Europe,Spain,Barcelona,1930,448,0,4327,19814,132,1673,592
2019/03/25,EMEA - WSE,Southwest Europe,Spain,Barcelona,0,0,0,0,6963,0,0,0
2018/12/03,EMEA - WSE,Southwest Europe,Spain,Barcelona,6563,0,515,7482,16149,147,770,2
2019/02/25,EMEA - WSE,Southwest Europe,Spain,Barcelona,0,0,0,0,7959,0,0,0
2018/12/31,EMEA - WSE,Southwest Europe,Spain,Barcelona,8110,0,1960,9676,27065,246,1304,16
2019/04/01,EMEA - WSE,Southwest Europe,Spain,Barcelona,0,0,0,0,8032,0,0,0
2018/12/10,EMEA - WSE,Southwest Europe,Spain,Barcelona,7124,0,1069,8375,21539,201,1033,17
2019/02/11,EMEA - WSE,Southwest Europe,Spain,Barcelona,0,0,0,0,7121,0,0,0
2018/12/17,EMEA - WSE,Southwest Europe,Spain,Barcelona,7194,0,835,8347,21407,168,983,3
2019/02/04,EMEA - WSE,Southwest Europe,Spain,Barcelona,0,0,0,0,8178,0,0,0
2018/11/19,EMEA - WSE,Southwest Europe,Spain,Barcelona,7250,0,1112,8292,21516,179,863,0
2019/04/08,EMEA - WSE,Southwest Europe,Spain,Barcelona,0,0,0,0,7765,0,0,0
2019/01/14,EMEA - WSE,France & Switzerland & Austria,Switzerland,Basel,1085,25,92,1222,2585,33,103,1
2019/03/11,EMEA - WSE,France & Switzerland & Austria,Switzerland,Basel,1487,87,148,1741,3487,47,204,3
2018/11/05,EMEA - WSE,France & Switzerland & Austria,Switzerland,Basel,1088,0,120,1325,2537,110,127,1
2018/11/12,EMEA - WSE,France & Switzerland & Austria,Switzerland,Basel,1063,0,130,1312,2496,125,123,1
2018/11/19,EMEA - WSE,France & Switzerland & Austria,Switzerland,Basel,1203,11,126,1502,2954,158,139,1
2019/02/25,EMEA - WSE,France & Switzerland & Austria,Switzerland,Basel,1234,68,48,1369,2865,30,105,1
2018/12/31,EMEA - WSE,France & Switzerland & Austria,Switzerland,Basel,973,25,186,1180,2407,43,148,16
2019/04/22,EMEA - WSE,France & Switzerland & Austria,Switzerland,Basel,1256,97,86,1421,0,34,130,2
2019/01/28,EMEA - WSE,France & Switzerland & Austria,Switzerland,Basel,1209,36,55,1365,2769,35,121,0
2018/12/03,EMEA - WSE,France & Switzerland & Austria,Switzerland,Basel,1348,19,223,1685,2827,179,157,2
2019/03/25,EMEA - WSE,France & Switzerland & Austria,Switzerland,Basel,1464,93,146,1727,3153,39,223,2
2018/11/26,EMEA - WSE,France & Switzerland & Austria,Switzerland,Basel,1239,16,148,1549,6,162,147,2
2019/04/01,EMEA - WSE,France & Switzerland & Austria,Switzerland,Basel,1338,85,136,1574,3182,39,194,2
2018/12/10,EMEA - WSE,France & Switzerland & Austria,Switzerland,Basel,1387,20,282,1672,3442,100,182,2
2019/02/04,EMEA - WSE,France & Switzerland & Austria,Switzerland,Basel,1165,34,35,1291,2624,29,96,1
2019/01/07,EMEA - WSE,France & Switzerland & Austria,Switzerland,Basel,1055,25,97,1186,2432,33,98,1
2019/03/04,EMEA - WSE,France & Switzerland & Austria,Switzerland,Basel,1143,64,5,1258,2790,29,85,1
2019/03/18,EMEA - WSE,France & Switzerland & Austria,Switzerland,Basel,1901,84,201,2234,4224,59,273,2
2019/01/21,EMEA - WSE,France & Switzerland & Austria,Switzerland,Basel,1210,34,136,1361,2822,38,113,1
2019/02/11,EMEA - WSE,France & Switzerland & Austria,Switzerland,Basel,1183,41,14,1319,2551,28,107,1
2019/04/08,EMEA - WSE,France & Switzerland & Austria,Switzerland,Basel,1300,83,74,1476,2976,36,139,1
2018/12/17,EMEA - WSE,France & Switzerland & Austria,Switzerland,Basel,1310,22,212,1546,2986,63,169,4
2019/02/18,EMEA - WSE,France & Switzerland & Austria,Switzerland,Basel,1124,47,46,1239,2368,29,86,0
2019/04/15,EMEA - WSE,France & Switzerland & Austria,Switzerland,Basel,1087,96,62,1223,1134,30,104,2
2018/12/24,EMEA - WSE,France & Switzerland & Austria,Switzerland,Basel,1118,30,113,1333,2931,40,166,9
2019/04/15,EMEA - MEA,MENA,Lebanon,Beirut,14921,9173,301,16970,17142,344,1695,10
2019/04/22,EMEA - MEA,MENA,Lebanon,Beirut,13915,8336,66,15473,0,308,1249,1
2019/04/08,EMEA - MEA,Middle East,Lebanon,Beirut,14752,9003,272,16759,28957,346,1648,13
2019/03/25,EMEA - MEA,Middle East,Lebanon,Beirut,14328,8994,107,16152,28263,327,1483,14
2019/02/11,EMEA - MEA,Middle East,Lebanon,Beirut,12911,8133,224,14648,25859,297,1418,22
2018/12/17,EMEA - MEA,Middle East,Lebanon,Beirut,12760,7384,1753,15108,27472,336,2004,8
2018/12/03,EMEA - MEA,Middle East,Lebanon,Beirut,11670,7182,1045,13587,20291,282,1628,8
2019/01/28,EMEA - MEA,Middle East,Lebanon,Beirut,11869,7327,202,13414,23651,243,1295,7
2018/12/24,EMEA - MEA,Middle East,Lebanon,Beirut,14197,7393,2019,16499,29420,394,1888,21
2019/02/18,EMEA - MEA,Middle East,Lebanon,Beirut,12512,7394,28,13894,25106,254,1129,0
2018/11/19,EMEA - MEA,Middle East,Lebanon,Beirut,10237,6253,181,11667,22133,242,1183,5
2018/12/31,EMEA - MEA,Middle East,Lebanon,Beirut,13724,7613,2389,16263,27557,393,2085,61
2019/02/25,EMEA - MEA,Middle East,Lebanon,Beirut,14038,9044,581,16165,28536,315,1797,15
2018/12/10,EMEA - MEA,Middle East,Lebanon,Beirut,11650,6942,775,13336,24252,297,1389,1
2019/04/01,EMEA - MEA,Middle East,Lebanon,Beirut,15631,9786,780,18086,31154,367,2074,15
2019/02/04,EMEA - MEA,Middle East,Lebanon,Beirut,12427,7698,178,14061,24366,270,1365,0
2018/11/12,EMEA - MEA,Middle East,Lebanon,Beirut,10795,6378,361,12332,22497,259,1278,0
2019/03/04,EMEA - MEA,Middle East,Lebanon,Beirut,13567,8403,227,15349,27573,294,1487,0
2018/11/05,EMEA - MEA,Middle East,Lebanon,Beirut,11773,7090,692,13496,22793,267,1455,0
2019/01/07,EMEA - MEA,Middle East,Lebanon,Beirut,12555,8238,1266,14373,26362,285,1527,5
2018/11/26,EMEA - MEA,Middle East,Lebanon,Beirut,11069,6456,290,12706,117,262,1364,12
2019/03/18,EMEA - MEA,Middle East,Lebanon,Beirut,13487,8053,161,15149,27294,295,1367,0
2019/01/21,EMEA - MEA,Middle East,Lebanon,Beirut,11263,7017,64,12716,23186,215,1233,5
2019/01/14,EMEA - MEA,Middle East,Lebanon,Beirut,11930,7676,294,13441,24763,255,1256,1
2019/03/11,EMEA - MEA,Middle East,Lebanon,Beirut,13938,8580,249,15674,27610,298,1438,0
2019/03/25,EMEA - NEE,UKI,United Kingdom,Belfast,1866,0,314,2546,4939,41,399,241
2019/01/28,EMEA - NEE,UKI,United Kingdom,Belfast,1995,0,394,2268,5541,50,203,19
2018/12/03,EMEA - NEE,UKI,United Kingdom,Belfast,1947,0,852,2667,5688,55,420,244
2018/11/19,EMEA - NEE,UKI,United Kingdom,Belfast,1735,0,450,1955,5195,41,167,12
2018/11/05,EMEA - NEE,UKI,United Kingdom,Belfast,1716,0,638,1977,5475,41,204,16
2018/11/12,EMEA - NEE,UKI,United Kingdom,Belfast,1666,0,450,1895,4784,36,175,18
2019/01/14,EMEA - NEE,UKI,United Kingdom,Belfast,1668,0,110,1957,4557,28,199,63
2019/02/11,EMEA - NEE,UKI,United Kingdom,Belfast,2046,0,172,2256,5279,40,160,10
2019/04/08,EMEA - NEE,UKI,United Kingdom,Belfast,1997,0,341,2261,5593,38,211,15
2018/12/17,EMEA - NEE,UKI,United Kingdom,Belfast,2053,0,881,2384,6789,51,247,34
2019/02/18,EMEA - NEE,UKI,United Kingdom,Belfast,2076,0,331,2642,5394,42,332,193
2019/03/11,EMEA - NEE,UKI,United Kingdom,Belfast,2548,0,809,2907,6702,60,270,29
2019/04/01,EMEA - NEE,UKI,United Kingdom,Belfast,2033,0,577,2391,6029,46,281,31
2019/04/15,EMEA - NEE,UKI,United Kingdom,Belfast,1900,0,283,2130,2420,30,181,19
2018/11/26,EMEA - NEE,UKI,United Kingdom,Belfast,1918,0,655,2491,0,47,343,183
2018/12/24,EMEA - NEE,UKI,United Kingdom,Belfast,1420,0,525,2713,6499,43,565,685
2019/02/04,EMEA - NEE,UKI,United Kingdom,Belfast,2010,0,237,2290,5331,40,200,40
2018/12/10,EMEA - NEE,UKI,United Kingdom,Belfast,2016,0,896,2323,6798,57,215,36
2019/03/18,EMEA - NEE,UKI,United Kingdom,Belfast,2111,0,584,2443,6151,49,255,28
2019/01/21,EMEA - NEE,UKI,United Kingdom,Belfast,1875,0,253,2084,5264,36,159,14
2019/04/22,EMEA - NEE,UKI,United Kingdom,Belfast,1946,0,439,2209,0,43,195,24
2019/02/25,EMEA - NEE,UKI,United Kingdom,Belfast,2076,0,449,2349,5880,46,209,18
2019/01/07,EMEA - NEE,UKI,United Kingdom,Belfast,1513,0,82,1654,4197,26,110,5
2018/12/31,EMEA - NEE,UKI,United Kingdom,Belfast,1570,0,370,2239,5204,31,321,317
2019/03/04,EMEA - NEE,UKI,United Kingdom,Belfast,2089,0,333,2665,5647,44,356,175
2019/03/18,EMEA - WSE,Germany,Germany,Berlin,16618,3373,76,18202,34344,160,1342,81
2019/01/21,EMEA - WSE,Germany,Germany,Berlin,13485,2680,21,14626,27135,150,990,2
2019/03/11,EMEA - WSE,Germany,Germany,Berlin,17473,3478,276,19181,34249,220,1395,93
2019/02/25,EMEA - WSE,Germany,Germany,Berlin,15342,3044,46,16650,31051,151,1094,64
2019/04/22,EMEA - WSE,Germany,Germany,Berlin,15979,3338,45,17535,0,168,1266,123
2018/12/31,EMEA - WSE,Germany,Germany,Berlin,17530,3391,2492,19369,35581,346,1470,23
2018/11/26,EMEA - WSE,Germany,Germany,Berlin,14236,2274,353,15781,97,198,1276,70
2019/01/14,EMEA - WSE,Germany,Germany,Berlin,14473,2762,50,15744,29065,172,1094,4
2019/01/28,EMEA - WSE,Germany,Germany,Berlin,14664,2839,45,15822,28931,161,995,2
2018/12/03,EMEA - WSE,Germany,Germany,Berlin,14061,2189,131,15330,24389,192,1069,8
2019/03/25,EMEA - WSE,Germany,Germany,Berlin,15923,3282,65,17470,31029,173,1299,75
2019/03/04,EMEA - WSE,Germany,Germany,Berlin,19613,3623,787,21409,39329,246,1544,7
2019/01/07,EMEA - WSE,Germany,Germany,Berlin,12079,2632,10,13221,23546,135,1006,1
2018/11/12,EMEA - WSE,Germany,Germany,Berlin,13899,2059,184,15184,25941,186,1096,3
2018/11/19,EMEA - WSE,Germany,Germany,Berlin,13240,2111,46,14540,25712,168,1067,64
2018/11/05,EMEA - WSE,Germany,Germany,Berlin,13086,1858,209,14347,23943,145,1038,78
2019/04/01,EMEA - WSE,Germany,Germany,Berlin,17563,4583,266,22164,38465,295,3064,1241
2018/12/10,EMEA - WSE,Germany,Germany,Berlin,14510,2409,158,16179,30055,202,1386,82
2019/02/04,EMEA - WSE,Germany,Germany,Berlin,18711,3101,747,20647,34702,255,1571,110
2019/04/15,EMEA - WSE,Germany,Germany,Berlin,16381,3436,47,17702,14058,189,1129,4
2018/12/24,EMEA - WSE,Germany,Germany,Berlin,12538,2752,53,13706,27336,154,1011,3
2019/02/18,EMEA - WSE,Germany,Germany,Berlin,14748,2786,30,16037,28238,156,1065,69
2019/02/11,EMEA - WSE,Germany,Germany,Berlin,17801,3256,115,19882,35172,229,1609,242
2019/04/08,EMEA - WSE,Germany,Germany,Berlin,18004,3320,142,19649,36327,254,1378,12
2018/12/17,EMEA - WSE,Germany,Germany,Berlin,11755,2368,18,12900,24457,147,996,3
2019/03/25,EMEA - WSE,France & Switzerland & Austria,France,Besancon,0,0,0,0,224,0,0,0
2019/01/28,EMEA - WSE,France & Switzerland & Austria,France,Besancon,0,0,0,0,217,0,0,0
2018/12/03,EMEA - WSE,France & Switzerland & Austria,France,Besancon,0,0,0,0,179,0,0,0
2018/11/19,EMEA - WSE,France & Switzerland & Austria,France,Besancon,0,0,0,0,217,0,0,0
2019/01/14,EMEA - WSE,France & Switzerland & Austria,France,Besancon,0,0,0,0,214,0,0,0
2018/12/17,EMEA - WSE,France & Switzerland & Austria,France,Besancon,0,0,0,0,251,0,0,0
2018/11/26,EMEA - WSE,France & Switzerland & Austria,France,Besancon,0,0,0,0,1,0,0,0
2019/03/18,EMEA - WSE,France & Switzerland & Austria,France,Besancon,0,0,0,0,226,0,0,0
2018/11/12,EMEA - WSE,France & Switzerland & Austria,France,Besancon,0,0,0,0,228,0,0,0
2019/03/11,EMEA - WSE,France & Switzerland & Austria,France,Besancon,0,0,0,0,231,0,0,0
2019/04/08,EMEA - WSE,France & Switzerland & Austria,France,Besancon,0,0,0,0,258,0,0,0
2019/02/11,EMEA - WSE,France & Switzerland & Austria,France,Besancon,0,0,0,0,236,0,0,0
2018/12/24,EMEA - WSE,France & Switzerland & Austria,France,Besancon,0,0,0,1,390,0,0,0
